"week","state","state_name","disease","cases","incidence_per_capita","year","population","time","vaccine","year_since_vaccine","vaccine_era"
1,"TX","TEXAS","MEASLES",88,1.06,1952,9.02569611981258,1,0,0,"no"
2,"TX","TEXAS","MEASLES",120,1.44,1952,9.02569611981258,2,0,0,"no"
3,"TX","TEXAS","MEASLES",98,1.18,1952,9.02569611981258,3,0,0,"no"
4,"TX","TEXAS","MEASLES",149,1.79,1952,9.02569611981258,4,0,0,"no"
5,"TX","TEXAS","MEASLES",106,1.27,1952,9.02569611981258,5,0,0,"no"
6,"TX","TEXAS","MEASLES",171,2.06,1952,9.02569611981258,6,0,0,"no"
7,"TX","TEXAS","MEASLES",204,2.45,1952,9.02569611981258,7,0,0,"no"
8,"TX","TEXAS","MEASLES",1619,19.47,1952,9.02569611981258,8,0,0,"no"
10,"TX","TEXAS","MEASLES",381,4.58,1952,9.02569611981258,9,0,0,"no"
11,"TX","TEXAS","MEASLES",1757,21.13,1952,9.02569611981258,10,0,0,"no"
13,"TX","TEXAS","MEASLES",2248,27.04,1952,9.02569611981258,11,0,0,"no"
14,"TX","TEXAS","MEASLES",2651,31.88,1952,9.02569611981258,12,0,0,"no"
15,"TX","TEXAS","MEASLES",1300,15.64,1952,9.02569611981258,13,0,0,"no"
16,"TX","TEXAS","MEASLES",1527,18.37,1952,9.02569611981258,14,0,0,"no"
17,"TX","TEXAS","MEASLES",1588,19.1,1952,9.02569611981258,15,0,0,"no"
19,"TX","TEXAS","MEASLES",1604,19.29,1952,9.02569611981258,16,0,0,"no"
20,"TX","TEXAS","MEASLES",1777,21.37,1952,9.02569611981258,17,0,0,"no"
21,"TX","TEXAS","MEASLES",1102,13.25,1952,9.02569611981258,18,0,0,"no"
22,"TX","TEXAS","MEASLES",885,10.64,1952,9.02569611981258,19,0,0,"no"
24,"TX","TEXAS","MEASLES",616,7.41,1952,9.02569611981258,20,0,0,"no"
25,"TX","TEXAS","MEASLES",437,5.26,1952,9.02569611981258,21,0,0,"no"
26,"TX","TEXAS","MEASLES",539,6.48,1952,9.02569611981258,22,0,0,"no"
27,"TX","TEXAS","MEASLES",172,2.07,1952,9.02569611981258,23,0,0,"no"
28,"TX","TEXAS","MEASLES",262,3.15,1952,9.02569611981258,24,0,0,"no"
29,"TX","TEXAS","MEASLES",196,2.35,1952,9.02569611981258,25,0,0,"no"
30,"TX","TEXAS","MEASLES",142,1.7,1952,9.02569611981258,26,0,0,"no"
31,"TX","TEXAS","MEASLES",138,1.66,1952,9.02569611981258,27,0,0,"no"
32,"TX","TEXAS","MEASLES",92,1.11,1952,9.02569611981258,28,0,0,"no"
33,"TX","TEXAS","MEASLES",96,1.15,1952,9.02569611981258,29,0,0,"no"
34,"TX","TEXAS","MEASLES",74,0.89,1952,9.02569611981258,30,0,0,"no"
35,"TX","TEXAS","MEASLES",61,0.73,1952,9.02569611981258,31,0,0,"no"
36,"TX","TEXAS","MEASLES",72,0.86,1952,9.02569611981258,32,0,0,"no"
37,"TX","TEXAS","MEASLES",53,0.63,1952,9.02569611981258,33,0,0,"no"
38,"TX","TEXAS","MEASLES",68,0.82,1952,9.02569611981258,34,0,0,"no"
39,"TX","TEXAS","MEASLES",41,0.49,1952,9.02569611981258,35,0,0,"no"
40,"TX","TEXAS","MEASLES",56,0.67,1952,9.02569611981258,36,0,0,"no"
41,"TX","TEXAS","MEASLES",31,0.37,1952,9.02569611981258,37,0,0,"no"
42,"TX","TEXAS","MEASLES",81,0.97,1952,9.02569611981258,38,0,0,"no"
43,"TX","TEXAS","MEASLES",43,0.51,1952,9.02569611981258,39,0,0,"no"
44,"TX","TEXAS","MEASLES",47,0.57,1952,9.02569611981258,40,0,0,"no"
45,"TX","TEXAS","MEASLES",76,0.91,1952,9.02569611981258,41,0,0,"no"
46,"TX","TEXAS","MEASLES",121,1.46,1952,9.02569611981258,42,0,0,"no"
47,"TX","TEXAS","MEASLES",91,1.09,1952,9.02569611981258,43,0,0,"no"
48,"TX","TEXAS","MEASLES",101,1.21,1952,9.02569611981258,44,0,0,"no"
49,"TX","TEXAS","MEASLES",87,1.04,1952,9.02569611981258,45,0,0,"no"
50,"TX","TEXAS","MEASLES",176,2.11,1952,9.02569611981258,46,0,0,"no"
51,"TX","TEXAS","MEASLES",83,0.99,1952,9.02569611981258,47,0,0,"no"
52,"TX","TEXAS","MEASLES",133,1.59,1952,9.02569611981258,48,0,0,"no"
1,"TX","TEXAS","MEASLES",27,0.32,1953,9.02833876399315,49,0,0,"no"
2,"TX","TEXAS","MEASLES",353,4.23,1953,9.02833876399315,50,0,0,"no"
3,"TX","TEXAS","MEASLES",755,9.06,1953,9.02833876399315,51,0,0,"no"
4,"TX","TEXAS","MEASLES",846,10.15,1953,9.02833876399315,52,0,0,"no"
5,"TX","TEXAS","MEASLES",955,11.46,1953,9.02833876399315,53,0,0,"no"
6,"TX","TEXAS","MEASLES",1082,12.98,1953,9.02833876399315,54,0,0,"no"
7,"TX","TEXAS","MEASLES",1421,17.05,1953,9.02833876399315,55,0,0,"no"
8,"TX","TEXAS","MEASLES",2198,26.37,1953,9.02833876399315,56,0,0,"no"
9,"TX","TEXAS","MEASLES",2180,26.15,1953,9.02833876399315,57,0,0,"no"
10,"TX","TEXAS","MEASLES",2786,33.42,1953,9.02833876399315,58,0,0,"no"
12,"TX","TEXAS","MEASLES",3569,42.81,1953,9.02833876399315,59,0,0,"no"
13,"TX","TEXAS","MEASLES",4749,56.97,1953,9.02833876399315,60,0,0,"no"
14,"TX","TEXAS","MEASLES",5374,64.47,1953,9.02833876399315,61,0,0,"no"
15,"TX","TEXAS","MEASLES",4262,51.13,1953,9.02833876399315,62,0,0,"no"
16,"TX","TEXAS","MEASLES",5178,62.12,1953,9.02833876399315,63,0,0,"no"
17,"TX","TEXAS","MEASLES",4436,53.21,1953,9.02833876399315,64,0,0,"no"
18,"TX","TEXAS","MEASLES",4863,58.34,1953,9.02833876399315,65,0,0,"no"
19,"TX","TEXAS","MEASLES",3848,46.16,1953,9.02833876399315,66,0,0,"no"
20,"TX","TEXAS","MEASLES",3791,45.48,1953,9.02833876399315,67,0,0,"no"
21,"TX","TEXAS","MEASLES",3880,46.55,1953,9.02833876399315,68,0,0,"no"
22,"TX","TEXAS","MEASLES",4077,48.91,1953,9.02833876399315,69,0,0,"no"
23,"TX","TEXAS","MEASLES",2378,28.53,1953,9.02833876399315,70,0,0,"no"
24,"TX","TEXAS","MEASLES",2067,24.8,1953,9.02833876399315,71,0,0,"no"
25,"TX","TEXAS","MEASLES",1527,18.32,1953,9.02833876399315,72,0,0,"no"
26,"TX","TEXAS","MEASLES",917,11,1953,9.02833876399315,73,0,0,"no"
27,"TX","TEXAS","MEASLES",893,10.71,1953,9.02833876399315,74,0,0,"no"
28,"TX","TEXAS","MEASLES",478,5.73,1953,9.02833876399315,75,0,0,"no"
29,"TX","TEXAS","MEASLES",461,5.53,1953,9.02833876399315,76,0,0,"no"
30,"TX","TEXAS","MEASLES",418,5.01,1953,9.02833876399315,77,0,0,"no"
31,"TX","TEXAS","MEASLES",237,2.84,1953,9.02833876399315,78,0,0,"no"
32,"TX","TEXAS","MEASLES",847,10.16,1953,9.02833876399315,79,0,0,"no"
33,"TX","TEXAS","MEASLES",160,1.92,1953,9.02833876399315,80,0,0,"no"
34,"TX","TEXAS","MEASLES",141,1.69,1953,9.02833876399315,81,0,0,"no"
35,"TX","TEXAS","MEASLES",139,1.67,1953,9.02833876399315,82,0,0,"no"
36,"TX","TEXAS","MEASLES",100,1.2,1953,9.02833876399315,83,0,0,"no"
37,"TX","TEXAS","MEASLES",208,2.5,1953,9.02833876399315,84,0,0,"no"
38,"TX","TEXAS","MEASLES",55,0.66,1953,9.02833876399315,85,0,0,"no"
39,"TX","TEXAS","MEASLES",133,1.6,1953,9.02833876399315,86,0,0,"no"
40,"TX","TEXAS","MEASLES",115,1.38,1953,9.02833876399315,87,0,0,"no"
41,"TX","TEXAS","MEASLES",72,0.86,1953,9.02833876399315,88,0,0,"no"
42,"TX","TEXAS","MEASLES",145,1.74,1953,9.02833876399315,89,0,0,"no"
43,"TX","TEXAS","MEASLES",155,1.86,1953,9.02833876399315,90,0,0,"no"
44,"TX","TEXAS","MEASLES",116,1.39,1953,9.02833876399315,91,0,0,"no"
45,"TX","TEXAS","MEASLES",123,1.48,1953,9.02833876399315,92,0,0,"no"
46,"TX","TEXAS","MEASLES",248,2.98,1953,9.02833876399315,93,0,0,"no"
48,"TX","TEXAS","MEASLES",297,3.56,1953,9.02833876399315,94,0,0,"no"
49,"TX","TEXAS","MEASLES",326,3.91,1953,9.02833876399315,95,0,0,"no"
50,"TX","TEXAS","MEASLES",454,5.45,1953,9.02833876399315,96,0,0,"no"
1,"TX","TEXAS","MEASLES",579,6.91,1954,9.03384182848502,97,0,0,"no"
2,"TX","TEXAS","MEASLES",606,7.23,1954,9.03384182848502,98,0,0,"no"
3,"TX","TEXAS","MEASLES",677,8.08,1954,9.03384182848502,99,0,0,"no"
4,"TX","TEXAS","MEASLES",872,10.4,1954,9.03384182848502,100,0,0,"no"
6,"TX","TEXAS","MEASLES",1412,16.85,1954,9.03384182848502,101,0,0,"no"
7,"TX","TEXAS","MEASLES",1717,20.48,1954,9.03384182848502,102,0,0,"no"
8,"TX","TEXAS","MEASLES",2084,24.86,1954,9.03384182848502,103,0,0,"no"
9,"TX","TEXAS","MEASLES",2886,34.43,1954,9.03384182848502,104,0,0,"no"
10,"TX","TEXAS","MEASLES",3503,41.79,1954,9.03384182848502,105,0,0,"no"
11,"TX","TEXAS","MEASLES",3485,41.58,1954,9.03384182848502,106,0,0,"no"
12,"TX","TEXAS","MEASLES",5322,63.49,1954,9.03384182848502,107,0,0,"no"
13,"TX","TEXAS","MEASLES",4782,57.05,1954,9.03384182848502,108,0,0,"no"
14,"TX","TEXAS","MEASLES",5826,69.51,1954,9.03384182848502,109,0,0,"no"
15,"TX","TEXAS","MEASLES",4771,56.92,1954,9.03384182848502,110,0,0,"no"
16,"TX","TEXAS","MEASLES",4332,51.68,1954,9.03384182848502,111,0,0,"no"
17,"TX","TEXAS","MEASLES",4561,54.41,1954,9.03384182848502,112,0,0,"no"
18,"TX","TEXAS","MEASLES",3530,42.11,1954,9.03384182848502,113,0,0,"no"
19,"TX","TEXAS","MEASLES",3761,44.87,1954,9.03384182848502,114,0,0,"no"
20,"TX","TEXAS","MEASLES",3304,39.42,1954,9.03384182848502,115,0,0,"no"
21,"TX","TEXAS","MEASLES",3431,40.93,1954,9.03384182848502,116,0,0,"no"
22,"TX","TEXAS","MEASLES",2913,34.75,1954,9.03384182848502,117,0,0,"no"
23,"TX","TEXAS","MEASLES",2221,26.5,1954,9.03384182848502,118,0,0,"no"
24,"TX","TEXAS","MEASLES",1637,19.53,1954,9.03384182848502,119,0,0,"no"
25,"TX","TEXAS","MEASLES",1186,14.15,1954,9.03384182848502,120,0,0,"no"
26,"TX","TEXAS","MEASLES",944,11.26,1954,9.03384182848502,121,0,0,"no"
27,"TX","TEXAS","MEASLES",696,8.3,1954,9.03384182848502,122,0,0,"no"
28,"TX","TEXAS","MEASLES",386,4.61,1954,9.03384182848502,123,0,0,"no"
29,"TX","TEXAS","MEASLES",447,5.33,1954,9.03384182848502,124,0,0,"no"
30,"TX","TEXAS","MEASLES",313,3.73,1954,9.03384182848502,125,0,0,"no"
31,"TX","TEXAS","MEASLES",248,2.96,1954,9.03384182848502,126,0,0,"no"
32,"TX","TEXAS","MEASLES",191,2.28,1954,9.03384182848502,127,0,0,"no"
33,"TX","TEXAS","MEASLES",219,2.61,1954,9.03384182848502,128,0,0,"no"
34,"TX","TEXAS","MEASLES",163,1.94,1954,9.03384182848502,129,0,0,"no"
35,"TX","TEXAS","MEASLES",155,1.85,1954,9.03384182848502,130,0,0,"no"
36,"TX","TEXAS","MEASLES",118,1.41,1954,9.03384182848502,131,0,0,"no"
37,"TX","TEXAS","MEASLES",114,1.36,1954,9.03384182848502,132,0,0,"no"
38,"TX","TEXAS","MEASLES",137,1.63,1954,9.03384182848502,133,0,0,"no"
39,"TX","TEXAS","MEASLES",141,1.68,1954,9.03384182848502,134,0,0,"no"
40,"TX","TEXAS","MEASLES",125,1.49,1954,9.03384182848502,135,0,0,"no"
41,"TX","TEXAS","MEASLES",118,1.41,1954,9.03384182848502,136,0,0,"no"
42,"TX","TEXAS","MEASLES",154,1.84,1954,9.03384182848502,137,0,0,"no"
43,"TX","TEXAS","MEASLES",120,1.43,1954,9.03384182848502,138,0,0,"no"
44,"TX","TEXAS","MEASLES",118,1.41,1954,9.03384182848502,139,0,0,"no"
45,"TX","TEXAS","MEASLES",168,2,1954,9.03384182848502,140,0,0,"no"
46,"TX","TEXAS","MEASLES",209,2.49,1954,9.03384182848502,141,0,0,"no"
47,"TX","TEXAS","MEASLES",165,1.97,1954,9.03384182848502,142,0,0,"no"
48,"TX","TEXAS","MEASLES",179,2.14,1954,9.03384182848502,143,0,0,"no"
49,"TX","TEXAS","MEASLES",276,3.29,1954,9.03384182848502,144,0,0,"no"
50,"TX","TEXAS","MEASLES",433,5.17,1954,9.03384182848502,145,0,0,"no"
51,"TX","TEXAS","MEASLES",218,2.6,1954,9.03384182848502,146,0,0,"no"
1,"TX","TEXAS","MEASLES",685,7.91,1955,9.06647000155648,147,0,0,"no"
2,"TX","TEXAS","MEASLES",742,8.57,1955,9.06647000155648,148,0,0,"no"
3,"TX","TEXAS","MEASLES",898,10.37,1955,9.06647000155648,149,0,0,"no"
4,"TX","TEXAS","MEASLES",810,9.35,1955,9.06647000155648,150,0,0,"no"
5,"TX","TEXAS","MEASLES",1022,11.8,1955,9.06647000155648,151,0,0,"no"
6,"TX","TEXAS","MEASLES",1295,14.95,1955,9.06647000155648,152,0,0,"no"
8,"TX","TEXAS","MEASLES",1633,18.86,1955,9.06647000155648,153,0,0,"no"
9,"TX","TEXAS","MEASLES",1701,19.64,1955,9.06647000155648,154,0,0,"no"
10,"TX","TEXAS","MEASLES",1697,19.6,1955,9.06647000155648,155,0,0,"no"
11,"TX","TEXAS","MEASLES",2130,24.6,1955,9.06647000155648,156,0,0,"no"
12,"TX","TEXAS","MEASLES",1789,20.66,1955,9.06647000155648,157,0,0,"no"
13,"TX","TEXAS","MEASLES",1701,19.64,1955,9.06647000155648,158,0,0,"no"
14,"TX","TEXAS","MEASLES",2902,33.51,1955,9.06647000155648,159,0,0,"no"
15,"TX","TEXAS","MEASLES",1958,22.61,1955,9.06647000155648,160,0,0,"no"
16,"TX","TEXAS","MEASLES",1907,22.02,1955,9.06647000155648,161,0,0,"no"
17,"TX","TEXAS","MEASLES",1986,22.93,1955,9.06647000155648,162,0,0,"no"
18,"TX","TEXAS","MEASLES",2159,24.93,1955,9.06647000155648,163,0,0,"no"
19,"TX","TEXAS","MEASLES",1765,20.38,1955,9.06647000155648,164,0,0,"no"
20,"TX","TEXAS","MEASLES",1532,17.69,1955,9.06647000155648,165,0,0,"no"
21,"TX","TEXAS","MEASLES",1194,13.79,1955,9.06647000155648,166,0,0,"no"
22,"TX","TEXAS","MEASLES",1051,12.14,1955,9.06647000155648,167,0,0,"no"
23,"TX","TEXAS","MEASLES",985,11.37,1955,9.06647000155648,168,0,0,"no"
24,"TX","TEXAS","MEASLES",735,8.49,1955,9.06647000155648,169,0,0,"no"
25,"TX","TEXAS","MEASLES",616,7.11,1955,9.06647000155648,170,0,0,"no"
26,"TX","TEXAS","MEASLES",521,6.02,1955,9.06647000155648,171,0,0,"no"
27,"TX","TEXAS","MEASLES",434,5.01,1955,9.06647000155648,172,0,0,"no"
28,"TX","TEXAS","MEASLES",301,3.48,1955,9.06647000155648,173,0,0,"no"
29,"TX","TEXAS","MEASLES",257,2.97,1955,9.06647000155648,174,0,0,"no"
30,"TX","TEXAS","MEASLES",176,2.03,1955,9.06647000155648,175,0,0,"no"
31,"TX","TEXAS","MEASLES",162,1.87,1955,9.06647000155648,176,0,0,"no"
32,"TX","TEXAS","MEASLES",173,2,1955,9.06647000155648,177,0,0,"no"
33,"TX","TEXAS","MEASLES",143,1.65,1955,9.06647000155648,178,0,0,"no"
34,"TX","TEXAS","MEASLES",73,0.84,1955,9.06647000155648,179,0,0,"no"
36,"TX","TEXAS","MEASLES",77,0.89,1955,9.06647000155648,180,0,0,"no"
37,"TX","TEXAS","MEASLES",62,0.72,1955,9.06647000155648,181,0,0,"no"
38,"TX","TEXAS","MEASLES",72,0.83,1955,9.06647000155648,182,0,0,"no"
39,"TX","TEXAS","MEASLES",113,1.3,1955,9.06647000155648,183,0,0,"no"
40,"TX","TEXAS","MEASLES",96,1.11,1955,9.06647000155648,184,0,0,"no"
41,"TX","TEXAS","MEASLES",114,1.32,1955,9.06647000155648,185,0,0,"no"
42,"TX","TEXAS","MEASLES",101,1.17,1955,9.06647000155648,186,0,0,"no"
43,"TX","TEXAS","MEASLES",77,0.89,1955,9.06647000155648,187,0,0,"no"
44,"TX","TEXAS","MEASLES",85,0.98,1955,9.06647000155648,188,0,0,"no"
45,"TX","TEXAS","MEASLES",65,0.75,1955,9.06647000155648,189,0,0,"no"
46,"TX","TEXAS","MEASLES",111,1.28,1955,9.06647000155648,190,0,0,"no"
47,"TX","TEXAS","MEASLES",158,1.82,1955,9.06647000155648,191,0,0,"no"
48,"TX","TEXAS","MEASLES",171,1.97,1955,9.06647000155648,192,0,0,"no"
49,"TX","TEXAS","MEASLES",322,3.72,1955,9.06647000155648,193,0,0,"no"
51,"TX","TEXAS","MEASLES",258,2.98,1955,9.06647000155648,194,0,0,"no"
52,"TX","TEXAS","MEASLES",451,5.21,1955,9.06647000155648,195,0,0,"no"
1,"TX","TEXAS","MEASLES",422,4.78,1956,9.08591029359801,196,0,0,"no"
2,"TX","TEXAS","MEASLES",491,5.56,1956,9.08591029359801,197,0,0,"no"
3,"TX","TEXAS","MEASLES",643,7.28,1956,9.08591029359801,198,0,0,"no"
4,"TX","TEXAS","MEASLES",937,10.61,1956,9.08591029359801,199,0,0,"no"
5,"TX","TEXAS","MEASLES",1461,16.55,1956,9.08591029359801,200,0,0,"no"
6,"TX","TEXAS","MEASLES",1559,17.66,1956,9.08591029359801,201,0,0,"no"
7,"TX","TEXAS","MEASLES",2540,28.77,1956,9.08591029359801,202,0,0,"no"
8,"TX","TEXAS","MEASLES",2166,24.53,1956,9.08591029359801,203,0,0,"no"
9,"TX","TEXAS","MEASLES",2266,25.66,1956,9.08591029359801,204,0,0,"no"
10,"TX","TEXAS","MEASLES",2702,30.6,1956,9.08591029359801,205,0,0,"no"
11,"TX","TEXAS","MEASLES",2396,27.13,1956,9.08591029359801,206,0,0,"no"
12,"TX","TEXAS","MEASLES",2978,33.73,1956,9.08591029359801,207,0,0,"no"
13,"TX","TEXAS","MEASLES",3739,42.34,1956,9.08591029359801,208,0,0,"no"
14,"TX","TEXAS","MEASLES",3774,42.74,1956,9.08591029359801,209,0,0,"no"
15,"TX","TEXAS","MEASLES",4098,46.41,1956,9.08591029359801,210,0,0,"no"
16,"TX","TEXAS","MEASLES",3822,43.28,1956,9.08591029359801,211,0,0,"no"
17,"TX","TEXAS","MEASLES",3798,43.01,1956,9.08591029359801,212,0,0,"no"
18,"TX","TEXAS","MEASLES",4321,48.94,1956,9.08591029359801,213,0,0,"no"
19,"TX","TEXAS","MEASLES",4274,48.4,1956,9.08591029359801,214,0,0,"no"
20,"TX","TEXAS","MEASLES",3402,38.53,1956,9.08591029359801,215,0,0,"no"
21,"TX","TEXAS","MEASLES",2458,27.84,1956,9.08591029359801,216,0,0,"no"
22,"TX","TEXAS","MEASLES",2309,26.15,1956,9.08591029359801,217,0,0,"no"
23,"TX","TEXAS","MEASLES",1668,18.89,1956,9.08591029359801,218,0,0,"no"
24,"TX","TEXAS","MEASLES",1188,13.45,1956,9.08591029359801,219,0,0,"no"
25,"TX","TEXAS","MEASLES",1206,13.66,1956,9.08591029359801,220,0,0,"no"
26,"TX","TEXAS","MEASLES",691,7.83,1956,9.08591029359801,221,0,0,"no"
27,"TX","TEXAS","MEASLES",520,5.89,1956,9.08591029359801,222,0,0,"no"
28,"TX","TEXAS","MEASLES",443,5.02,1956,9.08591029359801,223,0,0,"no"
29,"TX","TEXAS","MEASLES",305,3.45,1956,9.08591029359801,224,0,0,"no"
30,"TX","TEXAS","MEASLES",264,2.99,1956,9.08591029359801,225,0,0,"no"
31,"TX","TEXAS","MEASLES",197,2.23,1956,9.08591029359801,226,0,0,"no"
32,"TX","TEXAS","MEASLES",155,1.76,1956,9.08591029359801,227,0,0,"no"
33,"TX","TEXAS","MEASLES",161,1.82,1956,9.08591029359801,228,0,0,"no"
34,"TX","TEXAS","MEASLES",106,1.2,1956,9.08591029359801,229,0,0,"no"
35,"TX","TEXAS","MEASLES",118,1.34,1956,9.08591029359801,230,0,0,"no"
36,"TX","TEXAS","MEASLES",106,1.2,1956,9.08591029359801,231,0,0,"no"
37,"TX","TEXAS","MEASLES",153,1.73,1956,9.08591029359801,232,0,0,"no"
38,"TX","TEXAS","MEASLES",95,1.08,1956,9.08591029359801,233,0,0,"no"
39,"TX","TEXAS","MEASLES",74,0.84,1956,9.08591029359801,234,0,0,"no"
40,"TX","TEXAS","MEASLES",87,0.99,1956,9.08591029359801,235,0,0,"no"
41,"TX","TEXAS","MEASLES",82,0.93,1956,9.08591029359801,236,0,0,"no"
42,"TX","TEXAS","MEASLES",63,0.71,1956,9.08591029359801,237,0,0,"no"
43,"TX","TEXAS","MEASLES",118,1.34,1956,9.08591029359801,238,0,0,"no"
44,"TX","TEXAS","MEASLES",170,1.93,1956,9.08591029359801,239,0,0,"no"
45,"TX","TEXAS","MEASLES",120,1.36,1956,9.08591029359801,240,0,0,"no"
46,"TX","TEXAS","MEASLES",224,2.54,1956,9.08591029359801,241,0,0,"no"
47,"TX","TEXAS","MEASLES",191,2.16,1956,9.08591029359801,242,0,0,"no"
48,"TX","TEXAS","MEASLES",202,2.29,1956,9.08591029359801,243,0,0,"no"
49,"TX","TEXAS","MEASLES",233,2.64,1956,9.08591029359801,244,0,0,"no"
50,"TX","TEXAS","MEASLES",367,4.16,1956,9.08591029359801,245,0,0,"no"
51,"TX","TEXAS","MEASLES",429,4.86,1956,9.08591029359801,246,0,0,"no"
52,"TX","TEXAS","MEASLES",393,4.45,1956,9.08591029359801,247,0,0,"no"
1,"TX","TEXAS","MEASLES",782,8.62,1957,9.11272754310918,248,0,0,"no"
2,"TX","TEXAS","MEASLES",916,10.1,1957,9.11272754310918,249,0,0,"no"
3,"TX","TEXAS","MEASLES",1066,11.75,1957,9.11272754310918,250,0,0,"no"
4,"TX","TEXAS","MEASLES",1104,12.17,1957,9.11272754310918,251,0,0,"no"
5,"TX","TEXAS","MEASLES",1638,18.06,1957,9.11272754310918,252,0,0,"no"
6,"TX","TEXAS","MEASLES",1762,19.43,1957,9.11272754310918,253,0,0,"no"
7,"TX","TEXAS","MEASLES",1580,17.42,1957,9.11272754310918,254,0,0,"no"
8,"TX","TEXAS","MEASLES",1878,20.71,1957,9.11272754310918,255,0,0,"no"
9,"TX","TEXAS","MEASLES",2005,22.11,1957,9.11272754310918,256,0,0,"no"
10,"TX","TEXAS","MEASLES",2125,23.43,1957,9.11272754310918,257,0,0,"no"
11,"TX","TEXAS","MEASLES",2165,23.87,1957,9.11272754310918,258,0,0,"no"
12,"TX","TEXAS","MEASLES",2140,23.59,1957,9.11272754310918,259,0,0,"no"
13,"TX","TEXAS","MEASLES",2262,24.94,1957,9.11272754310918,260,0,0,"no"
14,"TX","TEXAS","MEASLES",2111,23.27,1957,9.11272754310918,261,0,0,"no"
15,"TX","TEXAS","MEASLES",2257,24.88,1957,9.11272754310918,262,0,0,"no"
16,"TX","TEXAS","MEASLES",1762,19.43,1957,9.11272754310918,263,0,0,"no"
17,"TX","TEXAS","MEASLES",1751,19.31,1957,9.11272754310918,264,0,0,"no"
18,"TX","TEXAS","MEASLES",1588,17.51,1957,9.11272754310918,265,0,0,"no"
20,"TX","TEXAS","MEASLES",1898,20.93,1957,9.11272754310918,266,0,0,"no"
21,"TX","TEXAS","MEASLES",1506,16.6,1957,9.11272754310918,267,0,0,"no"
22,"TX","TEXAS","MEASLES",1507,16.62,1957,9.11272754310918,268,0,0,"no"
23,"TX","TEXAS","MEASLES",1117,12.32,1957,9.11272754310918,269,0,0,"no"
24,"TX","TEXAS","MEASLES",650,7.17,1957,9.11272754310918,270,0,0,"no"
25,"TX","TEXAS","MEASLES",678,7.48,1957,9.11272754310918,271,0,0,"no"
26,"TX","TEXAS","MEASLES",486,5.36,1957,9.11272754310918,272,0,0,"no"
27,"TX","TEXAS","MEASLES",368,4.06,1957,9.11272754310918,273,0,0,"no"
28,"TX","TEXAS","MEASLES",402,4.43,1957,9.11272754310918,274,0,0,"no"
29,"TX","TEXAS","MEASLES",260,2.87,1957,9.11272754310918,275,0,0,"no"
30,"TX","TEXAS","MEASLES",268,2.95,1957,9.11272754310918,276,0,0,"no"
31,"TX","TEXAS","MEASLES",210,2.32,1957,9.11272754310918,277,0,0,"no"
32,"TX","TEXAS","MEASLES",226,2.49,1957,9.11272754310918,278,0,0,"no"
33,"TX","TEXAS","MEASLES",144,1.59,1957,9.11272754310918,279,0,0,"no"
34,"TX","TEXAS","MEASLES",136,1.5,1957,9.11272754310918,280,0,0,"no"
36,"TX","TEXAS","MEASLES",89,0.98,1957,9.11272754310918,281,0,0,"no"
37,"TX","TEXAS","MEASLES",108,1.19,1957,9.11272754310918,282,0,0,"no"
38,"TX","TEXAS","MEASLES",92,1.01,1957,9.11272754310918,283,0,0,"no"
39,"TX","TEXAS","MEASLES",94,1.04,1957,9.11272754310918,284,0,0,"no"
40,"TX","TEXAS","MEASLES",90,0.99,1957,9.11272754310918,285,0,0,"no"
41,"TX","TEXAS","MEASLES",102,1.12,1957,9.11272754310918,286,0,0,"no"
42,"TX","TEXAS","MEASLES",81,0.89,1957,9.11272754310918,287,0,0,"no"
43,"TX","TEXAS","MEASLES",89,0.98,1957,9.11272754310918,288,0,0,"no"
46,"TX","TEXAS","MEASLES",88,0.97,1957,9.11272754310918,289,0,0,"no"
47,"TX","TEXAS","MEASLES",126,1.39,1957,9.11272754310918,290,0,0,"no"
48,"TX","TEXAS","MEASLES",142,1.57,1957,9.11272754310918,291,0,0,"no"
49,"TX","TEXAS","MEASLES",273,3.01,1957,9.11272754310918,292,0,0,"no"
50,"TX","TEXAS","MEASLES",211,2.33,1957,9.11272754310918,293,0,0,"no"
51,"TX","TEXAS","MEASLES",257,2.83,1957,9.11272754310918,294,0,0,"no"
52,"TX","TEXAS","MEASLES",207,2.28,1957,9.11272754310918,295,0,0,"no"
1,"TX","TEXAS","MEASLES",366,3.96,1958,9.13259502335133,296,0,0,"no"
2,"TX","TEXAS","MEASLES",390,4.22,1958,9.13259502335133,297,0,0,"no"
3,"TX","TEXAS","MEASLES",488,5.27,1958,9.13259502335133,298,0,0,"no"
4,"TX","TEXAS","MEASLES",737,7.97,1958,9.13259502335133,299,0,0,"no"
5,"TX","TEXAS","MEASLES",995,10.75,1958,9.13259502335133,300,0,0,"no"
6,"TX","TEXAS","MEASLES",1505,16.27,1958,9.13259502335133,301,0,0,"no"
7,"TX","TEXAS","MEASLES",1802,19.48,1958,9.13259502335133,302,0,0,"no"
8,"TX","TEXAS","MEASLES",1736,18.76,1958,9.13259502335133,303,0,0,"no"
10,"TX","TEXAS","MEASLES",4097,44.28,1958,9.13259502335133,304,0,0,"no"
11,"TX","TEXAS","MEASLES",3944,42.63,1958,9.13259502335133,305,0,0,"no"
12,"TX","TEXAS","MEASLES",6114,66.08,1958,9.13259502335133,306,0,0,"no"
13,"TX","TEXAS","MEASLES",5807,62.76,1958,9.13259502335133,307,0,0,"no"
