"week","state","state_name","disease","cases","incidence_per_capita","year","population","time","vaccine","year_since_vaccine","vaccine_era"
43,"TX","TEXAS","MEASLES",25,0.21,1971,9.35095829572082,984,1,8,"yes"
44,"TX","TEXAS","MEASLES",25,0.21,1971,9.35095829572082,985,1,8,"yes"
45,"TX","TEXAS","MEASLES",11,0.09,1971,9.35095829572082,986,1,8,"yes"
46,"TX","TEXAS","MEASLES",15,0.13,1971,9.35095829572082,987,1,8,"yes"
47,"TX","TEXAS","MEASLES",14,0.12,1971,9.35095829572082,988,1,8,"yes"
48,"TX","TEXAS","MEASLES",9,0.08,1971,9.35095829572082,989,1,8,"yes"
49,"TX","TEXAS","MEASLES",23,0.2,1971,9.35095829572082,990,1,8,"yes"
50,"TX","TEXAS","MEASLES",23,0.2,1971,9.35095829572082,991,1,8,"yes"
51,"TX","TEXAS","MEASLES",4,0.03,1971,9.35095829572082,992,1,8,"yes"
52,"TX","TEXAS","MEASLES",8,0.07,1971,9.35095829572082,993,1,8,"yes"
